,spy,iwm,dia,qqq,ordnum
2004-12-09,119.21,125.24,105.38,40.05,1208
2004-12-10,119.33,126.2,105.5,39.93,1209
2004-12-13,120.37,127.58,106.45,40.28,1210
2004-12-14,120.79,128.27,106.76,40.477,1211
2004-12-15,120.88,129.34,106.85,40.33,1212
2004-12-16,120.81,128.33,107.16,39.95,1213
2004-12-17,119.44,127.81,106.53,39.475,1214
2004-12-20,119.47,127.66,106.62,39.2,1215
2004-12-21,120.39,129.01,107.42,39.68,1216
2004-12-22,120.68,129.26,108.01,39.73,1217
2004-12-23,120.77,129.18,108.15,39.758,1218
2004-12-27,120.52,128.35,107.76,39.59,1219
2004-12-28,121.18,130.05,108.4,39.97,1220
2004-12-29,121.36,130.04,108.24,40.02,1221
2004-12-30,121.13,129.58,107.85,39.99,1222
2004-12-31,120.87,129.5,107.51,39.915,1223
2005-01-03,120.3,127.82,107.32,39.499,1224
2005-01-04,118.83,125.08,106.3,38.78,1225
2005-01-05,118.01,122.58,105.71,38.54,1226
2005-01-06,118.61,123.23,106.04,38.347,1227
2005-01-07,118.44,121.86,105.84,38.55,1228
2005-01-10,119.0,123.1,106.2,38.53,1229
2005-01-11,118.18,121.6,105.52,38.259,1230
2005-01-12,118.57,122.1,106.03,38.58,1231
2005-01-13,117.62,121.73,104.95,38.07,1232
2005-01-14,118.24,122.89,105.44,38.43,1233
2005-01-18,119.47,124.35,106.16,38.72,1234
2005-01-19,118.22,122.57,105.25,38.08,1235
2005-01-20,117.5,121.84,104.76,37.35,1236
2005-01-21,116.78,121.56,103.84,37.05,1237
2005-01-24,116.55,120.63,103.75,36.53,1238
2005-01-25,116.88,120.94,104.59,36.71,1239
2005-01-26,117.23,122.55,104.79,37.15,1240
2005-01-27,117.43,122.9,104.57,37.1,1241
2005-01-28,117.43,122.8,104.44,36.92,1242
2005-01-31,118.16,124.24,104.8,37.4,1243
2005-02-01,118.91,124.94,105.4,37.52,1244
2005-02-02,119.27,125.89,105.88,37.58,1245
2005-02-03,119.11,125.21,105.92,37.154,1246
2005-02-04,120.23,126.78,107.0,37.75,1247
2005-02-07,120.07,126.75,107.01,37.674,1248
2005-02-08,120.21,127.06,107.25,37.74,1249
2005-02-09,119.31,124.35,106.74,37.11,1250
2005-02-10,119.74,124.57,107.5,37.15,1251
2005-02-11,120.77,126.6,108.09,37.7,1252
2005-02-14,120.68,126.49,107.98,37.869,1253
2005-02-15,121.13,126.6,108.47,38.12,1254
2005-02-16,121.21,126.98,108.45,37.98,1255
2005-02-17,120.23,125.86,107.72,37.47,1256
2005-02-18,120.39,125.55,107.81,37.35,1257
2005-02-22,118.6,123.1,106.01,36.89,1258
2005-02-23,119.45,123.83,106.83,36.94,1259
2005-02-24,120.24,124.99,107.41,37.41,1260
2005-02-25,121.43,127.07,108.36,37.62,1261
2005-02-28,120.63,126.28,107.7,37.22,1262
2005-03-01,121.23,127.25,108.23,37.63,1263
2005-03-02,121.17,127.02,108.07,37.61,1264
2005-03-03,121.22,127.13,108.25,37.3,1265
2005-03-04,122.73,128.69,109.54,37.52,1266
2005-03-07,122.79,128.37,109.33,38.06,1267
2005-03-08,122.33,127.15,109.16,37.68,1268
2005-03-09,120.97,125.71,108.01,37.57,1269
2005-03-10,121.24,125.17,108.47,37.52,1270
2005-03-11,120.39,125.08,107.84,37.17,1271
2005-03-14,121.14,126.02,108.14,37.34,1272
2005-03-15,120.14,125.17,107.57,37.04,1273
2005-03-16,119.12,124.47,106.35,36.615,1274
2005-03-17,119.36,124.47,106.29,36.71,1275
2005-03-18,118.54,123.8,105.96,36.51,1276
2005-03-21,118.1,123.95,105.42,36.58,1277
2005-03-22,116.9,123.1,104.53,36.13,1278
2005-03-23,117.0,122.2,104.41,36.26,1279
2005-03-24,117.14,122.1,104.44,36.27,1280
2005-03-28,117.31,122.15,104.76,36.34,1281
2005-03-29,116.53,120.4,104.07,36.05,1282
2005-03-30,118.18,122.17,105.34,36.73,1283
2005-03-31,117.96,122.15,104.99,36.57,1284
2005-04-01,117.43,121.64,104.05,36.2,1285
2005-04-04,117.63,122.09,104.22,36.46,1286
2005-04-05,118.19,122.31,104.59,36.56,1287
2005-04-06,118.6,122.69,105.02,36.5,1288
2005-04-07,119.24,123.17,105.52,36.94,1289
2005-04-08,118.0,121.3,104.54,36.64,1290
2005-04-11,118.09,120.7,104.47,36.48,1291
2005-04-12,118.7,121.83,104.99,36.66,1292
2005-04-13,117.3,119.65,103.98,36.06,1293
2005-04-14,115.77,117.25,102.4,35.55,1294
2005-04-15,114.15,115.64,100.7,34.74,1295
2005-04-18,114.5,116.38,100.55,34.75,1296
2005-04-19,115.41,118.3,101.25,34.99,1297
2005-04-20,113.8,116.45,100.14,34.704,1298
2005-04-21,116.0,119.18,102.07,35.666,1299
2005-04-22,115.57,117.37,101.83,35.09,1300
2005-04-25,116.33,118.45,102.4,35.375,1301
2005-04-26,115.2,116.78,101.51,35.05,1302
2005-04-27,115.65,116.73,101.9,35.1,1303
2005-04-28,114.2,113.75,100.52,34.75,1304
2005-04-29,115.75,115.24,101.88,34.98,1305
2005-05-02,116.4,116.42,102.58,35.12,1306
2005-05-03,116.6,117.0,102.89,35.3,1307
2005-05-04,117.5,118.3,103.77,35.728,1308
2005-05-05,117.46,118.28,103.5,35.76,1309
2005-05-06,117.09,118.7,103.43,35.857,1310
2005-05-09,117.82,119.84,103.75,36.03,1311
2005-05-10,116.6,118.41,102.7,35.766,1312
2005-05-11,117.24,118.47,103.02,35.95,1313
2005-05-12,115.95,116.6,101.93,35.85,1314
2005-05-13,115.72,116.18,101.67,36.24,1315
2005-05-16,116.8,117.97,102.64,36.484,1316
2005-05-17,117.58,118.67,103.49,36.7,1317
2005-05-18,118.79,121.05,104.84,37.2,1318
2005-05-19,119.29,121.35,105.14,37.512,1319
2005-05-20,119.12,121.2,104.63,37.66,1320
2005-05-23,119.78,122.0,105.22,37.85,1321
2005-05-24,119.5,121.5,104.83,37.97,1322
2005-05-25,119.41,120.59,104.59,37.81,1323
2005-05-26,120.05,122.27,105.27,38.19,1324
2005-05-27,120.25,122.95,105.37,38.21,1325
2005-05-31,119.48,122.69,104.63,38.08,1326
2005-06-01,120.49,122.69,105.33,38.39,1327
2005-06-02,120.76,124.42,105.47,38.66,1328
2005-06-03,120.15,123.51,104.72,38.1,1329
2005-06-06,120.04,123.97,104.63,38.11,1330
2005-06-07,120.13,124.22,104.88,37.79,1331
2005-06-08,119.91,123.43,104.8,37.71,1332
2005-06-09,120.48,62.32,104.98,37.95,1333
2005-06-10,120.2,62.45,105.17,37.547,1334
2005-06-13,120.58,62.73,105.34,37.73,1335
2005-06-14,120.86,63.27,105.57,37.58,1336
2005-06-15,121.09,63.44,105.74,37.7,1337
2005-06-16,121.4,64.06,105.78,37.9,1338
2005-06-17,121.36,64.02,106.04,37.87,1339
2005-06-20,121.4,63.68,105.96,37.87,1340
2005-06-21,121.47,63.86,106.0,37.85,1341
2005-06-22,121.57,64.01,106.02,37.81,1342
2005-06-23,119.86,62.88,104.05,37.39,1343
2005-06-24,118.98,62.21,102.86,36.97,1344
2005-06-27,119.15,62.37,102.95,36.8,1345
2005-06-28,120.15,63.34,103.98,37.15,1346
2005-06-29,119.83,63.84,103.6,37.068,1347
2005-06-30,119.18,63.7,102.75,36.78,1348
2005-07-01,119.53,63.98,103.12,36.725,1349
2005-07-05,120.49,64.99,103.63,37.11,1350
2005-07-06,119.48,64.4,102.67,36.93,1351
2005-07-07,119.95,64.58,103.14,37.06,1352
2005-07-08,121.32,65.97,104.56,37.77,1353
2005-07-11,121.94,66.78,105.24,38.12,1354
2005-07-12,122.26,66.57,105.1,38.3,1355
2005-07-13,122.43,66.42,105.63,38.39,1356
2005-07-14,122.91,65.94,106.42,38.77,1357
2005-07-15,122.84,66.0,106.29,38.89,1358
2005-07-18,122.35,65.62,105.92,38.733,1359
2005-07-19,123.02,66.54,106.5,39.18,1360
2005-07-20,123.44,67.35,106.69,39.46,1361
2005-07-21,122.72,66.3,106.19,39.47,1362
2005-07-22,123.54,67.32,106.48,39.42,1363
2005-07-25,123.19,66.88,106.13,39.27,1364
2005-07-26,123.34,67.08,105.82,39.42,1365
2005-07-27,123.79,67.27,106.35,39.72,1366
2005-07-28,124.57,67.96,107.07,39.91,1367
2005-07-29,123.74,67.89,106.63,39.575,1368
2005-08-01,123.65,67.86,106.19,39.65,1369
2005-08-02,124.39,68.37,106.71,40.08,1370
2005-08-03,124.72,68.03,107.0,40.06,1371
2005-08-04,123.72,66.89,106.12,39.673,1372
2005-08-05,122.88,65.97,105.65,39.48,1373
2005-08-08,122.65,65.74,105.54,39.19,1374
2005-08-09,123.39,65.84,106.27,39.45,1375
2005-08-10,123.33,65.75,106.24,39.11,1376
2005-08-11,123.82,66.32,106.87,39.432,1377
2005-08-12,123.06,65.52,106.01,39.21,1378
2005-08-15,123.82,66.22,106.62,39.446,1379
2005-08-16,122.21,65.06,105.4,38.81,1380
2005-08-17,122.2,64.98,105.68,39.04,1381
2005-08-18,122.19,64.77,105.76,38.843,1382
2005-08-19,122.47,65.11,105.73,38.82,1383
2005-08-22,122.47,65.48,105.66,38.84,1384
2005-08-23,122.24,65.47,105.28,38.73,1385
2005-08-24,121.15,65.21,104.18,38.5,1386
2005-08-25,121.59,65.57,104.46,38.588,1387
2005-08-26,120.76,64.5,103.9,38.4599,1388
2005-08-29,121.69,65.37,104.64,38.76,1389
2005-08-30,121.05,65.08,104.0,38.62,1390
2005-08-31,122.58,66.53,104.89,38.98,1391
2005-09-01,122.49,66.53,104.6,38.92,1392
2005-09-02,122.27,66.17,104.6,38.77,1393
2005-09-06,123.7,67.16,105.83,39.34,1394
2005-09-07,123.91,67.36,106.23,39.409,1395
2005-09-08,123.5,66.98,105.91,39.4,1396
2005-09-09,124.6,67.39,106.76,39.619,1397
2005-09-12,124.35,67.69,106.81,39.73,1398
2005-09-13,123.66,67.17,106.11,39.63,1399
2005-09-14,123.21,66.4,105.57,39.18,1400
2005-09-15,123.15,66.17,105.66,39.16,1401
2005-09-16,123.5,66.94,106.23,39.4,1402
2005-09-19,123.09,66.62,105.54,39.09,1403
2005-09-20,122.05,65.66,104.72,38.93,1404
2005-09-21,120.91,64.6,103.72,38.5,1405
2005-09-22,121.34,64.93,104.04,38.64,1406
2005-09-23,121.44,65.18,104.1,38.75,1407
2005-09-26,121.58,65.62,104.44,38.76,1408
2005-09-27,121.55,65.4,104.53,38.67,1409
2005-09-28,121.67,65.31,104.7,38.68,1410
2005-09-29,122.66,66.03,105.4,39.2,1411
2005-09-30,123.04,66.39,105.75,39.46,1412
2005-10-03,122.6,66.79,105.28,39.56,1413
2005-10-04,121.22,65.78,104.17,39.3,1414
2005-10-05,119.63,64.1,103.22,38.76,1415
2005-10-06,119.2,63.53,102.9,38.25,1416
2005-10-07,119.61,64.1,102.97,38.34,1417
2005-10-10,118.6,63.38,102.32,38.13,1418
2005-10-11,118.43,62.5,102.53,37.94,1419
2005-10-12,117.5,61.62,102.03,37.487,1420
2005-10-13,117.43,61.87,101.96,37.78,1421
2005-10-14,118.67,62.91,102.83,38.06,1422
2005-10-17,119.11,63.02,103.5,38.18,1423
2005-10-18,117.82,62.17,102.87,37.91,1424
2005-10-19,119.78,63.51,104.31,38.67,1425
2005-10-20,117.67,62.33,102.78,38.306,1426
2005-10-21,118.13,63.02,102.14,38.55,1427
2005-10-24,119.96,64.4,103.75,39.16,1428
2005-10-25,119.72,63.85,103.73,39.01,1429
2005-10-26,119.37,63.52,103.53,38.81,1430
2005-10-27,118.1,62.19,102.34,38.03,1431
2005-10-28,119.8,63.06,103.84,38.322,1432
2005-10-31,120.13,63.78,103.91,38.87,1433
2005-11-01,120.49,64.1,104.14,38.84,1434
2005-11-02,121.75,65.39,104.7,39.347,1435
2005-11-03,122.27,65.62,105.24,39.94,1436
2005-11-04,122.11,65.48,105.19,40.08,1437
2005-11-07,122.23,65.72,105.61,40.13,1438
2005-11-08,122.23,65.48,105.6,40.14,1439
2005-11-09,122.39,65.7,105.6,40.159,1440
2005-11-10,123.34,66.05,106.58,40.6,1441
2005-11-11,123.76,66.43,107.02,40.71,1442
2005-11-14,123.69,66.19,107.2,40.714,1443
2005-11-15,123.24,65.23,107.12,40.52,1444
2005-11-16,123.49,65.25,107.04,40.768,1445
2005-11-17,124.64,66.38,107.38,41.307,1446
2005-11-18,125.13,66.89,107.53,41.45,1447
2005-11-21,125.76,67.57,108.16,41.549,1448
2005-11-22,126.3,67.93,108.64,41.7,1449
2005-11-23,127.03,68.01,109.18,41.8,1450
2005-11-25,127.13,67.96,109.33,41.89,1451
2005-11-28,126.23,67.06,109.04,41.54,1452
2005-11-29,126.09,67.16,108.89,41.343,1453
2005-11-30,125.41,67.45,108.22,41.24,1454
2005-12-01,126.69,68.55,109.06,42.007,1455
2005-12-02,126.85,68.82,108.82,42.107,1456
2005-12-05,126.58,68.33,108.39,41.8,1457
2005-12-06,126.82,68.54,108.7,41.936,1458
2005-12-07,126.08,68.12,108.1,41.86,1459
2005-12-08,126.0,68.3,107.64,41.561,1460
2005-12-09,126.33,68.64,107.74,41.715,1461
2005-12-12,126.45,68.85,107.72,41.867,1462
2005-12-13,127.31,68.86,108.39,42.045,1463
2005-12-14,127.81,68.78,109.0,41.899,1464
2005-12-15,127.44,68.08,108.77,41.97,1465
2005-12-16,126.36,67.84,108.51,41.58,1466
2005-12-19,125.71,67.0,108.21,40.92,1467
2005-12-20,125.83,66.98,107.89,40.95,1468
2005-12-21,126.03,67.79,108.15,41.13,1469
2005-12-22,126.69,67.97,108.71,41.397,1470
2005-12-23,126.76,68.13,108.75,41.403,1471
2005-12-27,125.47,67.11,107.75,41.038,1472
2005-12-28,125.75,67.51,107.85,40.99,1473
2005-12-29,125.19,67.15,107.68,40.72,1474
2005-12-30,124.51,66.72,106.95,40.412,1475
2006-01-03,126.7,68.05,108.33,41.31,1476
2006-01-04,127.3,68.42,108.74,41.74,1477
2006-01-05,127.38,68.79,108.88,41.92,1478
2006-01-06,128.44,69.61,109.52,42.68,1479
2006-01-09,128.77,70.07,109.98,42.8499,1480
2006-01-10,128.9,70.7,110.08,42.88,1481
2006-01-11,129.31,70.58,110.43,43.21,1482
2006-01-12,128.8,70.33,109.77,43.0,1483
2006-01-13,128.68,70.36,109.54,42.98,1484
2006-01-17,128.33,70.03,109.01,42.7,1485
2006-01-18,127.79,69.57,108.64,42.21,1486
2006-01-19,128.31,71.0,108.73,42.52,1487
2006-01-20,125.97,70.19,106.47,41.25,1488
2006-01-23,126.42,70.41,106.86,41.26,1489
2006-01-24,126.55,71.2,106.94,41.44,1490
2006-01-25,126.66,71.38,107.15,41.26,1491
2006-01-26,127.36,72.41,108.01,41.55,1492
2006-01-27,128.54,72.77,109.11,42.11,1493
2006-01-30,128.44,72.56,108.91,42.19,1494
2006-01-31,127.5,72.35,108.27,42.0,1495
2006-02-01,128.39,73.1,109.57,42.15,1496
2006-02-02,126.9,72.0,108.3,41.43,1497
2006-02-03,126.27,71.78,107.79,40.92,1498
2006-02-06,126.6,72.42,108.02,40.81,1499
2006-02-07,125.48,71.25,107.48,40.63,1500
2006-02-08,126.62,71.7,108.59,41.1,1501
2006-02-09,126.41,71.33,108.84,40.71,1502
2006-02-10,126.64,71.18,109.13,40.96,1503
2006-02-13,126.41,70.71,109.05,40.49,1504
2006-02-14,127.75,71.53,110.4,40.9,1505
2006-02-15,128.2,72.16,110.7,41.16,1506
2006-02-16,129.16,72.8,111.06,41.54,1507
2006-02-17,128.81,72.65,111.02,41.21,1508
2006-02-21,128.49,72.33,110.57,40.75,1509
2006-02-22,129.27,72.33,111.1,41.26,1510
2006-02-23,129.08,72.77,110.74,41.15,1511
2006-02-24,129.41,73.35,110.76,41.26,1512
2006-02-27,129.46,73.55,110.85,41.72,1513
2006-02-28,128.23,72.58,109.9,41.1,1514
2006-03-01,129.37,73.9,110.46,41.66,1515
2006-03-02,129.36,73.59,110.38,41.69,1516
2006-03-03,128.76,73.22,110.07,41.45,1517
2006-03-06,128.17,72.65,109.63,41.09,1518
2006-03-07,127.97,71.6,109.85,40.85,1519
2006-03-08,128.24,71.85,110.1,40.87,1520
2006-03-09,127.38,71.22,109.71,40.52,1521
2006-03-10,128.59,72.32,110.85,40.56,1522
2006-03-13,128.83,72.47,111.01,40.68,1523
2006-03-14,130.18,73.27,111.62,41.37,1524
2006-03-15,130.76,73.94,112.33,41.72,1525
2006-03-16,131.03,73.77,112.52,41.37,1526
2006-03-17,130.62,74.07,112.7,41.45,1527
2006-03-20,130.41,74.03,112.69,41.55,1528
2006-03-21,129.59,73.0,112.31,41.11,1529
2006-03-22,130.38,74.13,113.06,41.21,1530
2006-03-23,130.11,74.28,112.78,41.09,1531
2006-03-24,130.21,74.9,112.75,41.3,1532
2006-03-27,130.02,74.91,112.45,41.31,1533
2006-03-28,129.22,74.52,111.43,41.14,1534
2006-03-29,130.03,75.9,111.97,41.92,1535
2006-03-30,129.8,75.7,111.42,42.05,1536
2006-03-31,129.83,75.97,111.31,41.93,1537
2006-04-03,129.73,75.34,111.31,41.98,1538
2006-04-04,130.56,75.68,112.0,42.21,1539
2006-04-05,131.01,76.07,112.36,42.61,1540
2006-04-06,130.87,76.23,112.17,42.73,1541
2006-04-07,129.54,75.01,111.24,42.32,1542
2006-04-10,129.74,74.93,111.51,42.26,1543
2006-04-11,128.64,73.6,110.93,41.92,1544
2006-04-12,128.88,74.37,111.29,41.93,1545
2006-04-13,128.71,74.56,111.28,42.1,1546
2006-04-17,128.61,74.5,110.85,41.66,1547
2006-04-18,130.7,76.7,112.64,42.46,1548
2006-04-19,130.95,77.26,112.86,42.65,1549
2006-04-20,131.13,76.85,113.36,42.5,1550
2006-04-21,131.15,76.68,113.4,42.0,1551
2006-04-24,130.91,76.07,113.35,41.96,1552
2006-04-25,130.37,76.12,112.84,41.87,1553
2006-04-26,130.4,76.06,113.39,41.86,1554
2006-04-27,131.03,75.43,113.77,42.26,1555
2006-04-28,131.47,76.2,113.88,41.85,1556
2006-05-01,130.4,75.26,113.3,41.44,1557
2006-05-02,131.38,76.29,114.15,41.55,1558
2006-05-03,130.89,76.16,113.96,41.49,1559
2006-05-04,131.36,77.09,114.33,41.83,1560
2006-05-05,132.52,77.52,115.63,42.16,1561
2006-05-08,132.36,77.63,115.75,42.2,1562
2006-05-09,132.62,77.52,116.34,42.04,1563
2006-05-10,132.55,77.05,116.56,41.67,1564
2006-05-11,130.95,75.31,115.19,40.74,1565
2006-05-12,129.24,73.5,113.87,40.19,1566
2006-05-15,129.5,73.17,114.32,40.16,1567
2006-05-16,129.31,73.29,114.3,39.86,1568
2006-05-17,126.85,71.95,111.99,39.32,1569
2006-05-18,126.21,71.27,111.42,39.05,1570
2006-05-19,127.1,71.9,111.47,39.35,1571
2006-05-22,126.13,71.1,110.97,38.97,1572
2006-05-23,125.17,70.18,110.37,38.59,1573
2006-05-24,126.17,70.72,111.13,38.85,1574
2006-05-25,127.73,72.21,112.05,39.36,1575
2006-05-26,128.38,72.64,112.78,39.49,1576
2006-05-30,126.1,70.64,110.83,38.64,1577
2006-05-31,127.51,71.87,111.73,38.82,1578
2006-06-01,128.73,73.27,112.4,39.74,1579
2006-06-02,129.0,73.22,112.36,39.642,1580
2006-06-05,127.12,71.09,110.69,38.78,1581
2006-06-06,126.81,70.79,109.99,38.75,1582
2006-06-07,125.86,70.1,109.19,38.46,1583
2006-06-08,125.75,70.16,109.0,38.4,1584
2006-06-09,125.99,70.12,109.2,38.3,1585
2006-06-12,123.99,67.94,107.95,37.4,1586
2006-06-13,122.55,66.65,106.97,37.25,1587
2006-06-14,123.5,67.45,108.33,37.63,1588
2006-06-15,125.56,69.76,110.18,38.65,1589
2006-06-16,124.65,68.85,109.98,38.34,1590
2006-06-19,123.67,67.5,109.17,38.03,1591
2006-06-20,124.09,67.42,109.86,38.08,1592
2006-06-21,125.01,68.49,110.71,38.68,1593
2006-06-22,124.46,68.24,110.2,38.19,1594
2006-06-23,124.44,68.65,109.97,38.15,1595
2006-06-26,124.99,69.5,110.4,38.25,1596
2006-06-27,123.91,68.3,109.26,37.53,1597
2006-06-28,124.75,68.6,109.82,37.81,1598
2006-06-29,127.27,71.25,111.8,38.96,1599
2006-06-30,127.23,71.73,111.79,38.77,1600
2006-07-03,127.8,72.63,112.2,39.0,1601
2006-07-05,127.07,71.57,111.47,38.15,1602
2006-07-06,127.44,71.55,112.19,38.11,1603
2006-07-07,126.61,70.49,110.96,37.69,1604
2006-07-10,126.85,70.5,111.15,37.36,1605
2006-07-11,127.41,71.12,111.47,37.64,1606
2006-07-12,126.05,69.65,110.33,36.93,1607
2006-07-13,124.0,68.07,108.3,36.31,1608
2006-07-14,123.52,67.53,107.32,35.94,1609
2006-07-17,123.34,67.44,107.52,36.03,1610
2006-07-18,123.97,67.9,108.19,36.15,1611
2006-07-19,125.69,69.5,110.04,36.62,1612
2006-07-20,124.83,67.72,109.27,36.08,1613
2006-07-21,123.95,66.75,108.56,35.7,1614
2006-07-24,126.21,68.88,110.5,36.41,1615
2006-07-25,126.66,69.05,110.79,36.62,1616
2006-07-26,126.83,68.9,110.91,36.59,1617
2006-07-27,126.71,68.24,111.27,36.35,1618
2006-07-28,127.98,69.67,112.07,37.11,1619
2006-07-31,127.85,69.68,111.9,37.1,1620
2006-08-01,127.22,68.59,111.22,36.48,1621
2006-08-02,128.08,69.5,111.98,36.89,1622
2006-08-03,128.42,70.34,112.59,37.12,1623
2006-08-04,128.2,69.62,112.48,36.95,1624
2006-08-07,127.95,69.35,112.34,36.71,1625
2006-08-08,127.41,68.39,111.84,36.48,1626
2006-08-09,126.98,67.7,110.95,36.53,1627
2006-08-10,127.37,68.3,111.3,36.79,1628
2006-08-11,127.01,67.6,111.05,36.53,1629
2006-08-14,127.11,68.0,111.15,36.77,1630
2006-08-15,128.63,69.42,112.26,37.7,1631
2006-08-16,129.79,70.42,113.41,38.58,1632
2006-08-17,130.03,70.53,113.21,38.73,1633
2006-08-18,130.69,70.94,113.8,38.79,1634
2006-08-21,130.13,70.18,113.5,38.42,1635
2006-08-22,130.119,70.41,113.28,38.43,1636
2006-08-23,129.76,69.6,113.11,38.14,1637
2006-08-24,129.65,69.48,112.8,38.25,1638
2006-08-25,129.81,69.6,112.84,38.32,1639
2006-08-28,130.43,70.34,113.44,38.61,1640
2006-08-29,130.58,71.25,113.51,38.73,1641
2006-08-30,130.66,71.8,113.76,38.91,1642
2006-08-31,130.64,71.77,113.81,38.87,1643
2006-09-01,131.42,71.82,114.7,39.08,1644
2006-09-05,131.67,72.47,114.73,39.46,1645
2006-09-06,130.51,70.93,114.14,38.67,1646
2006-09-07,129.91,70.3,113.56,38.4799,1647
2006-09-08,130.28,70.57,113.87,38.72,1648
2006-09-11,130.41,70.48,113.96,38.96,1649
2006-09-12,131.69,72.14,114.98,39.68,1650
2006-09-13,132.22,72.75,115.47,39.96,1651
2006-09-14,132.23,72.49,115.3,39.99,1652
2006-09-15,131.96,72.66,115.59,40.11,1653
2006-09-18,132.14,72.64,115.52,40.1101,1654
2006-09-19,131.81,72.32,115.34,39.85,1655
2006-09-20,132.51,73.29,116.08,40.43,1656
2006-09-21,131.87,72.5,115.37,40.18,1657
2006-09-22,131.47,71.54,115.01,39.87,1658
2006-09-25,132.48,72.15,115.6,40.57,1659
2006-09-26,133.58,72.39,116.59,40.77,1660
2006-09-27,133.74,72.92,116.98,40.72,1661
2006-09-28,133.69,72.63,116.9,40.83,1662
2006-09-29,133.58,72.0,116.74,40.65,1663
2006-10-02,133.08,71.32,116.62,40.14,1664
2006-10-03,133.36,71.22,117.14,40.31,1665
2006-10-04,134.92,72.95,118.39,41.3,1666
2006-10-05,135.18,73.88,118.62,41.5,1667
2006-10-06,135.01,73.5,118.52,41.41,1668
2006-10-09,135.09,74.06,118.62,41.55,1669
2006-10-10,135.27,74.1,118.56,41.62,1670
2006-10-11,135.11,73.81,118.58,41.54,1671
2006-10-12,136.28,75.3,119.46,42.23,1672
2006-10-13,136.63,75.9,119.64,42.43,1673
2006-10-16,136.84,76.35,119.77,42.45,1674
2006-10-17,136.41,75.97,119.57,42.0,1675
2006-10-18,136.59,75.98,119.9,41.8,1676
2006-10-19,136.81,76.35,120.0,41.9,1677
2006-10-20,136.84,75.6,119.93,42.0,1678
2006-10-23,137.47,75.75,120.87,42.43,1679
2006-10-24,137.88,75.9,121.21,42.13,1680
2006-10-25,138.35,76.4,121.39,42.43,1681
2006-10-26,138.78,77.04,121.43,42.82,1682
2006-10-27,137.91,76.14,120.86,42.21,1683
2006-10-30,137.81,76.47,120.77,42.48,1684
2006-10-31,137.79,76.23,120.73,42.58,1685
2006-11-01,136.86,74.58,120.26,42.0,1686
2006-11-02,136.78,74.47,120.0,42.04,1687
2006-11-03,136.54,74.83,119.78,41.93,1688
2006-11-06,138.08,75.7,121.01,42.54,1689
2006-11-07,138.61,76.2,121.55,42.83,1690
2006-11-08,138.91,76.59,121.83,43.03,1691
2006-11-09,138.18,75.89,121.16,42.8,1692
2006-11-10,138.24,76.52,121.11,43.03,1693
2006-11-13,138.58,76.63,121.35,43.46,1694
2006-11-14,139.62,78.11,122.32,43.93,1695
2006-11-15,140.02,78.7,122.69,44.11,1696
2006-11-16,140.38,78.64,123.04,44.3,1697
2006-11-17,140.42,78.59,123.26,44.3,1698
2006-11-20,140.5,78.7,123.13,44.39,1699
2006-11-21,140.64,78.83,123.15,44.45,1700
2006-11-22,140.92,78.92,123.25,44.73,1701
2006-11-24,140.35,78.56,122.68,44.65,1702
2006-11-27,138.42,76.8,121.11,43.66,1703
2006-11-28,139.02,77.06,121.26,43.77,1704
2006-11-29,140.47,78.06,122.33,44.07,1705
2006-11-30,140.53,78.07,122.28,44.04,1706
2006-12-01,140.22,77.78,122.05,43.66,1707
2006-12-04,141.29,79.32,122.8,44.26,1708
2006-12-05,141.9,79.38,123.36,44.42,1709
2006-12-06,141.78,79.11,123.15,44.26,1710
2006-12-07,141.16,78.77,122.76,43.7,1711
2006-12-08,141.42,78.78,123.0,43.9,1712
2006-12-11,141.83,78.98,123.34,44.06,1713
2006-12-12,141.72,78.55,123.19,43.8,1714
2006-12-13,141.87,78.65,123.35,43.88,1715
2006-12-14,142.32,78.97,123.9,44.37,1716
2006-12-15,142.34,78.9,124.15,44.43,1717
2006-12-18,141.95,77.91,124.22,43.99,1718
2006-12-19,142.22,77.53,124.38,43.85,1719
2006-12-20,142.14,77.98,124.42,43.69,1720
2006-12-21,141.62,77.62,123.99,43.38,1721
2006-12-22,140.75,77.11,123.18,42.93,1722
2006-12-26,141.58,78.21,123.97,43.11,1723
2006-12-27,142.51,79.14,124.93,43.33,1724
2006-12-28,142.21,78.78,124.8,43.12,1725
2006-12-29,141.69,78.03,124.41,43.16,1726
2007-01-03,141.37,78.16,124.47,43.24,1727
2007-01-04,141.67,78.37,124.68,44.06,1728
2007-01-05,140.54,76.73,123.74,43.85,1729
2007-01-08,141.19,76.43,124.14,43.88,1730
2007-01-09,141.07,77.15,124.07,44.1,1731
2007-01-10,141.54,77.75,124.43,44.62,1732
2007-01-11,142.16,78.23,124.99,45.08,1733
2007-01-12,143.24,78.98,125.66,45.31,1734
2007-01-16,142.96,78.45,125.7,45.28,1735
2007-01-17,143.02,78.11,125.75,44.91,1736
2007-01-18,142.54,77.46,125.43,44.08,1737
2007-01-19,142.82,77.76,125.55,44.17,1738
2007-01-22,142.38,77.19,124.75,43.69,1739
2007-01-23,142.8,77.92,125.33,43.58,1740
2007-01-24,143.95,78.77,126.07,44.3,1741
2007-01-25,142.26,77.78,124.97,43.73,1742
2007-01-26,142.16,78.07,124.77,43.57,1743
2007-01-29,142.05,78.75,124.82,43.61,1744
